                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     26,                0.04903,                0.99863,                      1,                 1.6924,             0.00062564,             0.00062564,             0.00062564
                     27,                0.04469,                0.99908,                      1,                 1.6916,             0.00062211,             0.00062211,             0.00062211
                     28,                0.02505,                 0.9968,                      1,                 1.6932,             0.00061857,             0.00061857,             0.00061857
                     29,                0.02283,                      1,                      1,                 1.6897,             0.00061504,             0.00061504,             0.00061504
                     30,                0.03667,                0.99908,                      1,                 1.6905,             0.00061151,             0.00061151,             0.00061151
                     31,                0.03372,                0.99908,                      1,                  1.692,             0.00060797,             0.00060797,             0.00060797
                     32,                0.04226,                      1,                      1,                 1.6915,             0.00060444,             0.00060444,             0.00060444
                     33,                  0.022,                      1,                      1,                 1.6901,              0.0006009,              0.0006009,              0.0006009
                     34,                0.02319,                      1,                      1,                 1.6904,             0.00059737,             0.00059737,             0.00059737
                     35,                0.02374,                0.99863,                      1,                 1.6912,             0.00059383,             0.00059383,             0.00059383
                     36,                0.03053,                      1,                      1,                 1.6895,              0.0005903,              0.0005903,              0.0005903
                     37,                0.01817,                0.99954,                      1,                 1.6914,             0.00058677,             0.00058677,             0.00058677
                     38,                0.02476,                0.99954,                      1,                 1.6901,             0.00058323,             0.00058323,             0.00058323
                     39,                0.03569,                0.99542,                      1,                 1.6975,              0.0005797,              0.0005797,              0.0005797
                     40,                0.03469,                      1,                      1,                 1.6899,             0.00057616,             0.00057616,             0.00057616
                     41,                0.03958,                      1,                      1,                 1.6898,             0.00057263,             0.00057263,             0.00057263
                     42,                0.03652,                      1,                      1,                 1.6897,             0.00056909,             0.00056909,             0.00056909
                     43,                0.01731,                      1,                      1,                 1.6906,             0.00056556,             0.00056556,             0.00056556
                     44,                 0.0322,                      1,                      1,                 1.6903,             0.00056203,             0.00056203,             0.00056203
                     45,                 0.0329,                0.99954,                      1,                 1.6906,             0.00055849,             0.00055849,             0.00055849
                     46,                0.02417,                0.99954,                      1,                 1.6921,             0.00055496,             0.00055496,             0.00055496
                     47,                0.03027,                0.99817,                      1,                 1.6952,             0.00055142,             0.00055142,             0.00055142
                     48,                0.03575,                0.99771,                      1,                 1.6935,             0.00054789,             0.00054789,             0.00054789
                     49,                 0.0236,                      1,                      1,                 1.6899,             0.00054435,             0.00054435,             0.00054435
                     50,                0.03787,                0.99908,                      1,                 1.6909,             0.00054082,             0.00054082,             0.00054082
                     51,                0.02337,                0.99954,                      1,                 1.6904,             0.00053728,             0.00053728,             0.00053728
                     52,                0.02336,                      1,                      1,                 1.6897,             0.00053375,             0.00053375,             0.00053375
                     53,                0.03378,                      1,                      1,                 1.6902,             0.00053022,             0.00053022,             0.00053022
                     54,                0.02074,                      1,                      1,                 1.6895,             0.00052668,             0.00052668,             0.00052668
                     55,                0.01573,                      1,                      1,                 1.6896,             0.00052315,             0.00052315,             0.00052315
                     56,                0.03436,                      1,                      1,                 1.6898,             0.00051961,             0.00051961,             0.00051961
                     57,                0.01413,                0.99908,                      1,                 1.6904,             0.00051608,             0.00051608,             0.00051608
                     58,                 0.0197,                      1,                      1,                   1.69,             0.00051254,             0.00051254,             0.00051254
                     59,                 0.0255,                      1,                      1,                 1.6912,             0.00050901,             0.00050901,             0.00050901
                     60,                0.02502,                      1,                      1,                 1.6898,             0.00050548,             0.00050548,             0.00050548
                     61,                0.02315,                0.99954,                      1,                 1.6904,             0.00050194,             0.00050194,             0.00050194
                     62,                0.01564,                      1,                      1,                 1.6896,             0.00049841,             0.00049841,             0.00049841
                     63,                0.01672,                0.99954,                      1,                 1.6902,             0.00049487,             0.00049487,             0.00049487
                     64,                 0.0213,                0.99771,                      1,                  1.694,             0.00049134,             0.00049134,             0.00049134
                     65,                0.01561,                      1,                      1,                 1.6901,              0.0004878,              0.0004878,              0.0004878
                     66,                0.01767,                      1,                      1,                 1.6897,             0.00048427,             0.00048427,             0.00048427
                     67,                0.02718,                0.99954,                      1,                 1.6903,             0.00048074,             0.00048074,             0.00048074
                     68,                 0.0228,                      1,                      1,                 1.6896,              0.0004772,              0.0004772,              0.0004772
                     69,                0.02277,                0.99954,                      1,                 1.6907,             0.00047367,             0.00047367,             0.00047367
                     70,                0.01623,                      1,                      1,                 1.6904,             0.00047013,             0.00047013,             0.00047013
                     71,                0.01573,                      1,                      1,                 1.6896,              0.0004666,              0.0004666,              0.0004666
                     72,                0.02781,                      1,                      1,                   1.69,             0.00046306,             0.00046306,             0.00046306
                     73,                0.02015,                      1,                      1,                 1.6895,             0.00045953,             0.00045953,             0.00045953
                     74,                0.01609,                      1,                      1,                 1.6898,               0.000456,               0.000456,               0.000456
                     75,                0.01088,                      1,                      1,                 1.6895,             0.00045246,             0.00045246,             0.00045246
                     76,                0.01333,                      1,                      1,                 1.6898,             0.00044893,             0.00044893,             0.00044893
                     77,                0.00897,                      1,                      1,                 1.6895,             0.00044539,             0.00044539,             0.00044539
                     78,                0.00836,                0.99908,                      1,                 1.6906,             0.00044186,             0.00044186,             0.00044186
                     79,                0.01423,                      1,                      1,                 1.6894,             0.00043832,             0.00043832,             0.00043832
                     80,                0.01518,                      1,                      1,                 1.6894,             0.00043479,             0.00043479,             0.00043479
                     81,                0.01502,                0.99863,                      1,                 1.6909,             0.00043126,             0.00043126,             0.00043126
                     82,                 0.0108,                0.99863,                      1,                 1.6908,             0.00042772,             0.00042772,             0.00042772
                     83,                0.01916,                0.99954,                      1,                 1.6903,             0.00042419,             0.00042419,             0.00042419
                     84,                0.02335,                      1,                      1,                 1.6897,             0.00042065,             0.00042065,             0.00042065
                     85,                0.01428,                      1,                      1,                 1.6895,             0.00041712,             0.00041712,             0.00041712
                     86,                0.01514,                      1,                      1,                 1.6901,             0.00041358,             0.00041358,             0.00041358
                     87,                0.01388,                0.99954,                      1,                 1.6899,             0.00041005,             0.00041005,             0.00041005
                     88,                 0.0198,                      1,                      1,                 1.6897,             0.00040652,             0.00040652,             0.00040652
                     89,                0.01992,                      1,                      1,                 1.6895,             0.00040298,             0.00040298,             0.00040298
                     90,                0.01122,                      1,                      1,                 1.6895,             0.00039945,             0.00039945,             0.00039945
                     91,                0.01261,                0.99954,                      1,                 1.6902,             0.00039591,             0.00039591,             0.00039591
                     92,                0.00902,                      1,                      1,                 1.6895,             0.00039238,             0.00039238,             0.00039238
                     93,                0.02598,                      1,                      1,                 1.6895,             0.00038884,             0.00038884,             0.00038884
                     94,                0.01304,                      1,                      1,                 1.6897,             0.00038531,             0.00038531,             0.00038531
                     95,                0.00939,                      1,                      1,                 1.6896,             0.00038178,             0.00038178,             0.00038178
                     96,                0.01197,                      1,                      1,                 1.6895,             0.00037824,             0.00037824,             0.00037824
                     97,                0.02498,                      1,                      1,                 1.6895,             0.00037471,             0.00037471,             0.00037471
                     98,                0.01443,                      1,                      1,                 1.6896,             0.00037117,             0.00037117,             0.00037117
                     99,                0.02164,                      1,                      1,                 1.6896,             0.00036764,             0.00036764,             0.00036764
                    100,                0.01621,                      1,                      1,                 1.6895,              0.0003641,              0.0003641,              0.0003641
                    101,                0.00741,                      1,                      1,                 1.6894,             0.00036057,             0.00036057,             0.00036057
                    102,                0.01863,                      1,                      1,                 1.6895,             0.00035704,             0.00035704,             0.00035704
                    103,                0.01289,                      1,                      1,                 1.6895,              0.0003535,              0.0003535,              0.0003535
                    104,                0.01617,                0.99817,                      1,                 1.6912,             0.00034997,             0.00034997,             0.00034997
                    105,                0.00879,                      1,                      1,                 1.6895,             0.00034643,             0.00034643,             0.00034643
                    106,                0.01185,                      1,                      1,                 1.6895,              0.0003429,              0.0003429,              0.0003429
                    107,                 0.0119,                      1,                      1,                 1.6894,             0.00033936,             0.00033936,             0.00033936
                    108,                0.00591,                      1,                      1,                 1.6894,             0.00033583,             0.00033583,             0.00033583
                    109,                0.00831,                      1,                      1,                 1.6895,              0.0003323,              0.0003323,              0.0003323
                    110,                0.00585,                      1,                      1,                 1.6895,             0.00032876,             0.00032876,             0.00032876
                    111,                0.00624,                      1,                      1,                 1.6894,             0.00032523,             0.00032523,             0.00032523
                    112,                0.01254,                      1,                      1,                 1.6895,             0.00032169,             0.00032169,             0.00032169
                    113,                0.00859,                      1,                      1,                 1.6895,             0.00031816,             0.00031816,             0.00031816
                    114,                0.01096,                      1,                      1,                 1.6895,             0.00031462,             0.00031462,             0.00031462
                    115,                0.01502,                      1,                      1,                 1.6896,             0.00031109,             0.00031109,             0.00031109
                    116,                0.01404,                0.99954,                      1,                 1.6905,             0.00030756,             0.00030756,             0.00030756
                    117,                0.00715,                0.99954,                      1,                 1.6897,             0.00030402,             0.00030402,             0.00030402
                    118,                0.01143,                      1,                      1,                 1.6896,             0.00030049,             0.00030049,             0.00030049
                    119,                0.00712,                      1,                      1,                 1.6897,             0.00029695,             0.00029695,             0.00029695
                    120,                0.01082,                0.99954,                      1,                 1.6903,             0.00029342,             0.00029342,             0.00029342
                    121,                0.01544,                0.99954,                      1,                 1.6899,             0.00028988,             0.00028988,             0.00028988
                    122,                0.01022,                      1,                      1,                 1.6896,             0.00028635,             0.00028635,             0.00028635
                    123,                0.01148,                      1,                      1,                 1.6898,             0.00028282,             0.00028282,             0.00028282
                    124,                0.00526,                      1,                      1,                 1.6896,             0.00027928,             0.00027928,             0.00027928
                    125,                0.00992,                      1,                      1,                 1.6895,             0.00027575,             0.00027575,             0.00027575
                    126,                0.01159,                      1,                      1,                 1.6896,             0.00027221,             0.00027221,             0.00027221
                    127,                0.00206,                      1,                      1,                 1.6895,             0.00026868,             0.00026868,             0.00026868
                    128,                0.01208,                      1,                      1,                 1.6895,             0.00026514,             0.00026514,             0.00026514
                    129,                0.00454,                      1,                      1,                 1.6895,             0.00026161,             0.00026161,             0.00026161
                    130,                0.00612,                      1,                      1,                 1.6896,             0.00025808,             0.00025808,             0.00025808
                    131,                0.00937,                      1,                      1,                   1.69,             0.00025454,             0.00025454,             0.00025454
                    132,                0.01453,                      1,                      1,                 1.6895,             0.00025101,             0.00025101,             0.00025101
                    133,                0.00796,                      1,                      1,                 1.6895,             0.00024747,             0.00024747,             0.00024747
                    134,                0.01091,                      1,                      1,                 1.6895,             0.00024394,             0.00024394,             0.00024394
                    135,                0.00776,                      1,                      1,                 1.6897,              0.0002404,              0.0002404,              0.0002404
                    136,                0.01328,                      1,                      1,                 1.6894,             0.00023687,             0.00023687,             0.00023687
                    137,                0.00777,                      1,                      1,                 1.6894,             0.00023334,             0.00023334,             0.00023334
                    138,                0.01041,                      1,                      1,                 1.6894,              0.0002298,              0.0002298,              0.0002298
                    139,                0.01501,                      1,                      1,                 1.6896,             0.00022627,             0.00022627,             0.00022627
                    140,                0.00459,                      1,                      1,                 1.6896,             0.00022273,             0.00022273,             0.00022273
                    141,                0.01002,                      1,                      1,                 1.6895,              0.0002192,              0.0002192,              0.0002192
                    142,                0.00378,                      1,                      1,                 1.6895,             0.00021566,             0.00021566,             0.00021566
                    143,                0.00621,                      1,                      1,                 1.6895,             0.00021213,             0.00021213,             0.00021213
                    144,                0.00937,                      1,                      1,                 1.6895,              0.0002086,              0.0002086,              0.0002086
                    145,                 0.0036,                      1,                      1,                 1.6895,             0.00020506,             0.00020506,             0.00020506
                    146,                0.00417,                      1,                      1,                 1.6894,             0.00020153,             0.00020153,             0.00020153
                    147,                0.01593,                      1,                      1,                 1.6894,             0.00019799,             0.00019799,             0.00019799
                    148,                0.01063,                      1,                      1,                 1.6895,             0.00019446,             0.00019446,             0.00019446
                    149,                0.00637,                      1,                      1,                 1.6895,             0.00019092,             0.00019092,             0.00019092
                    150,                0.00618,                      1,                      1,                 1.6895,             0.00018739,             0.00018739,             0.00018739
                    151,                0.00521,                      1,                      1,                 1.6895,             0.00018385,             0.00018385,             0.00018385
                    152,                0.00565,                      1,                      1,                 1.6895,             0.00018032,             0.00018032,             0.00018032
                    153,                0.00823,                      1,                      1,                 1.6895,             0.00017679,             0.00017679,             0.00017679
                    154,                0.00716,                      1,                      1,                 1.6895,             0.00017325,             0.00017325,             0.00017325
                    155,                0.00607,                      1,                      1,                 1.6895,             0.00016972,             0.00016972,             0.00016972
                    156,                0.01415,                      1,                      1,                 1.6895,             0.00016618,             0.00016618,             0.00016618
                    157,                0.01105,                      1,                      1,                 1.6895,             0.00016265,             0.00016265,             0.00016265
                    158,                0.01061,                      1,                      1,                 1.6895,             0.00015911,             0.00015911,             0.00015911
                    159,                0.00583,                      1,                      1,                 1.6894,             0.00015558,             0.00015558,             0.00015558
                    160,                0.00884,                      1,                      1,                 1.6894,             0.00015205,             0.00015205,             0.00015205
                    161,                0.00952,                      1,                      1,                 1.6894,             0.00014851,             0.00014851,             0.00014851
                    162,                0.00719,                      1,                      1,                 1.6894,             0.00014498,             0.00014498,             0.00014498
                    163,                0.00517,                      1,                      1,                 1.6894,             0.00014144,             0.00014144,             0.00014144
                    164,                0.00802,                      1,                      1,                 1.6895,             0.00013791,             0.00013791,             0.00013791
                    165,                0.00807,                      1,                      1,                 1.6895,             0.00013437,             0.00013437,             0.00013437
                    166,                0.00748,                      1,                      1,                 1.6895,             0.00013084,             0.00013084,             0.00013084
                    167,                0.00564,                      1,                      1,                 1.6894,             0.00012731,             0.00012731,             0.00012731
                    168,                0.00754,                      1,                      1,                 1.6895,             0.00012377,             0.00012377,             0.00012377
                    169,                0.00761,                      1,                      1,                 1.6895,             0.00012024,             0.00012024,             0.00012024
                    170,                0.00768,                      1,                      1,                 1.6895,              0.0001167,              0.0001167,              0.0001167
                    171,                0.00381,                      1,                      1,                 1.6895,             0.00011317,             0.00011317,             0.00011317
                    172,                0.00909,                      1,                      1,                 1.6894,             0.00010963,             0.00010963,             0.00010963
                    173,                0.00235,                      1,                      1,                 1.6894,              0.0001061,              0.0001061,              0.0001061
                    174,                0.00617,                      1,                      1,                 1.6894,             0.00010257,             0.00010257,             0.00010257
                    175,                0.00341,                      1,                      1,                 1.6894,             9.9032e-05,             9.9032e-05,             9.9032e-05
                    176,                0.00286,                      1,                      1,                 1.6894,             9.5498e-05,             9.5498e-05,             9.5498e-05
                    177,                0.00736,                      1,                      1,                 1.6894,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    178,                0.00479,                      1,                      1,                 1.6894,             8.8429e-05,             8.8429e-05,             8.8429e-05
                    179,                0.00735,                      1,                      1,                 1.6894,             8.4895e-05,             8.4895e-05,             8.4895e-05
                    180,                0.00721,                      1,                      1,                 1.6894,              8.136e-05,              8.136e-05,              8.136e-05
                    181,                0.00735,                      1,                      1,                 1.6894,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    182,                0.00246,                      1,                      1,                 1.6894,             7.4292e-05,             7.4292e-05,             7.4292e-05
                    183,                 0.0038,                      1,                      1,                 1.6894,             7.0757e-05,             7.0757e-05,             7.0757e-05
                    184,                0.00548,                      1,                      1,                 1.6894,             6.7223e-05,             6.7223e-05,             6.7223e-05
                    185,                0.00447,                      1,                      1,                 1.6894,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    186,                0.00121,                      1,                      1,                 1.6894,             6.0154e-05,             6.0154e-05,             6.0154e-05
                    187,                0.00322,                      1,                      1,                 1.6894,              5.662e-05,              5.662e-05,              5.662e-05
                    188,                0.00375,                      1,                      1,                 1.6894,             5.3086e-05,             5.3086e-05,             5.3086e-05
                    189,                0.00893,                      1,                      1,                 1.6894,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    190,                0.00705,                      1,                      1,                 1.6894,             4.6017e-05,             4.6017e-05,             4.6017e-05
                    191,                0.00685,                      1,                      1,                 1.6894,             4.2483e-05,             4.2483e-05,             4.2483e-05
                    192,                0.00748,                      1,                      1,                 1.6894,             3.8949e-05,             3.8949e-05,             3.8949e-05
                    193,                0.00997,                      1,                      1,                 1.6895,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    194,                0.00422,                      1,                      1,                 1.6895,              3.188e-05,              3.188e-05,              3.188e-05
                    195,                 0.0045,                      1,                      1,                 1.6895,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    196,                0.00195,                      1,                      1,                 1.6895,             2.4812e-05,             2.4812e-05,             2.4812e-05
                    197,                0.00562,                      1,                      1,                 1.6895,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    198,                0.00327,                      1,                      1,                 1.6894,             1.7743e-05,             1.7743e-05,             1.7743e-05
                    199,                0.00536,                      1,                      1,                 1.6894,             1.4209e-05,             1.4209e-05,             1.4209e-05
                    200,                  0.009,                      1,                      1,                 1.6894,             1.0674e-05,             1.0674e-05,             1.0674e-05
