                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                  0.062,                0.99783,                      1,                 1.6931,              0.0077725,              0.0077725,              0.0077725
                     47,                0.05022,                0.99685,                      1,                 1.6936,               0.007723,               0.007723,               0.007723
                     48,                 0.0453,                0.99803,                      1,                 1.6919,              0.0076735,              0.0076735,              0.0076735
                     49,                0.04303,                0.99764,                      1,                 1.6924,               0.007624,               0.007624,               0.007624
                     50,                0.04351,                0.99744,                      1,                 1.6929,              0.0075745,              0.0075745,              0.0075745
                     51,                0.04328,                0.99921,                      1,                  1.691,               0.007525,               0.007525,               0.007525
                     52,                0.03564,                0.99862,                      1,                 1.6914,              0.0074755,              0.0074755,              0.0074755
                     53,                0.03984,                0.99941,                      1,                 1.6906,               0.007426,               0.007426,               0.007426
                     54,                0.04209,                0.99783,                      1,                 1.6923,              0.0073765,              0.0073765,              0.0073765
                     55,                0.03954,                0.99941,                      1,                 1.6917,               0.007327,               0.007327,               0.007327
                     56,                0.05459,                0.99862,                      1,                 1.6914,              0.0072775,              0.0072775,              0.0072775
                     57,                0.04435,                0.99823,                      1,                 1.6918,               0.007228,               0.007228,               0.007228
                     58,                0.03738,                0.99842,                      1,                 1.6913,              0.0071785,              0.0071785,              0.0071785
                     59,                0.03647,                0.99901,                      1,                 1.6908,               0.007129,               0.007129,               0.007129
                     60,                0.04405,                0.99803,                      1,                  1.692,              0.0070795,              0.0070795,              0.0070795
                     61,                0.04672,                0.99803,                      1,                 1.6921,                0.00703,                0.00703,                0.00703
                     62,                0.04215,                0.99783,                      1,                 1.6921,              0.0069805,              0.0069805,              0.0069805
                     63,                0.04894,                0.99901,                      1,                  1.691,               0.006931,               0.006931,               0.006931
                     64,                0.03654,                0.99901,                      1,                 1.6911,              0.0068815,              0.0068815,              0.0068815
                     65,                0.02841,                0.99882,                      1,                 1.6911,               0.006832,               0.006832,               0.006832
                     66,                 0.0316,                0.99862,                      1,                 1.6913,              0.0067825,              0.0067825,              0.0067825
                     67,                 0.0353,                0.99901,                      1,                 1.6907,               0.006733,               0.006733,               0.006733
                     68,                0.03848,                0.99882,                      1,                 1.6911,              0.0066835,              0.0066835,              0.0066835
                     69,                0.04428,                0.99941,                      1,                 1.6905,               0.006634,               0.006634,               0.006634
                     70,                0.03923,                0.99921,                      1,                 1.6912,              0.0065845,              0.0065845,              0.0065845
                     71,                0.03675,                0.99961,                      1,                 1.6906,               0.006535,               0.006535,               0.006535
                     72,                0.03822,                0.99921,                      1,                 1.6908,              0.0064855,              0.0064855,              0.0064855
                     73,                0.03395,                0.99862,                      1,                 1.6912,               0.006436,               0.006436,               0.006436
                     74,                0.03389,                0.99842,                      1,                  1.691,              0.0063865,              0.0063865,              0.0063865
                     75,                 0.0507,                0.99823,                      1,                 1.6916,               0.006337,               0.006337,               0.006337
                     76,                 0.0343,                0.99941,                      1,                 1.6904,              0.0062875,              0.0062875,              0.0062875
                     77,                0.03578,                0.99862,                      1,                  1.691,               0.006238,               0.006238,               0.006238
                     78,                0.03058,                0.99882,                      1,                 1.6913,              0.0061885,              0.0061885,              0.0061885
                     79,                0.03761,                0.99882,                      1,                 1.6908,               0.006139,               0.006139,               0.006139
                     80,                0.03152,                0.99901,                      1,                 1.6909,              0.0060895,              0.0060895,              0.0060895
                     81,                 0.0318,                0.99921,                      1,                 1.6908,                0.00604,                0.00604,                0.00604
                     82,                0.03675,                0.99921,                      1,                 1.6907,              0.0059905,              0.0059905,              0.0059905
                     83,                0.02971,                0.99921,                      1,                 1.6907,               0.005941,               0.005941,               0.005941
                     84,                0.02624,                0.99862,                      1,                 1.6911,              0.0058915,              0.0058915,              0.0058915
                     85,                0.02938,                0.99901,                      1,                 1.6907,               0.005842,               0.005842,               0.005842
                     86,                0.02836,                0.99921,                      1,                 1.6908,              0.0057925,              0.0057925,              0.0057925
                     87,                0.02908,                0.99862,                      1,                 1.6909,               0.005743,               0.005743,               0.005743
                     88,                0.03184,                0.99882,                      1,                 1.6908,              0.0056935,              0.0056935,              0.0056935
                     89,                0.02549,                0.99961,                      1,                 1.6902,               0.005644,               0.005644,               0.005644
                     90,                0.02877,                0.99921,                      1,                 1.6905,              0.0055945,              0.0055945,              0.0055945
                     91,                0.03158,                 0.9998,                      1,                 1.6901,               0.005545,               0.005545,               0.005545
                     92,                0.02249,                0.99941,                      1,                 1.6903,              0.0054955,              0.0054955,              0.0054955
                     93,                0.02021,                0.99921,                      1,                 1.6909,               0.005446,               0.005446,               0.005446
                     94,                0.02166,                0.99921,                      1,                 1.6905,              0.0053965,              0.0053965,              0.0053965
                     95,                0.03436,                0.99842,                      1,                 1.6909,               0.005347,               0.005347,               0.005347
                     96,                0.02802,                0.99921,                      1,                 1.6907,              0.0052975,              0.0052975,              0.0052975
                     97,                0.02936,                0.99941,                      1,                 1.6903,               0.005248,               0.005248,               0.005248
                     98,                0.02691,                0.99961,                      1,                 1.6904,              0.0051985,              0.0051985,              0.0051985
                     99,                0.02856,                0.99961,                      1,                 1.6902,               0.005149,               0.005149,               0.005149
                    100,                0.02546,                 0.9998,                      1,                   1.69,              0.0050995,              0.0050995,              0.0050995
                    101,                0.02328,                0.99961,                      1,                 1.6902,                0.00505,                0.00505,                0.00505
                    102,                0.02736,                0.99941,                      1,                 1.6902,              0.0050005,              0.0050005,              0.0050005
                    103,                0.02136,                0.99941,                      1,                 1.6902,               0.004951,               0.004951,               0.004951
                    104,                0.01619,                0.99961,                      1,                 1.6901,              0.0049015,              0.0049015,              0.0049015
                    105,                0.02868,                0.99941,                      1,                 1.6903,               0.004852,               0.004852,               0.004852
                    106,                0.02367,                0.99921,                      1,                 1.6905,              0.0048025,              0.0048025,              0.0048025
                    107,                0.01325,                0.99901,                      1,                 1.6906,               0.004753,               0.004753,               0.004753
                    108,                0.02015,                0.99862,                      1,                 1.6907,              0.0047035,              0.0047035,              0.0047035
                    109,                0.02553,                0.99901,                      1,                 1.6906,               0.004654,               0.004654,               0.004654
                    110,                0.02651,                0.99882,                      1,                 1.6907,              0.0046045,              0.0046045,              0.0046045
                    111,                0.02907,                0.99882,                      1,                 1.6906,               0.004555,               0.004555,               0.004555
                    112,                0.01617,                0.99882,                      1,                 1.6908,              0.0045055,              0.0045055,              0.0045055
                    113,                0.02565,                0.99882,                      1,                 1.6908,               0.004456,               0.004456,               0.004456
                    114,                0.02039,                0.99941,                      1,                 1.6904,              0.0044065,              0.0044065,              0.0044065
                    115,                0.01717,                0.99901,                      1,                 1.6905,               0.004357,               0.004357,               0.004357
                    116,                0.01916,                0.99882,                      1,                 1.6906,              0.0043075,              0.0043075,              0.0043075
